variableMetadata	parentMZ	parentRT	Score	MonoisotopicMass	SMILES	InChIKey	Name	NoExplPeaks	NumberPeaksUsed	InChI	OfflineMetFusionScore	MaximumTreeDepth	Identifier	ExplPeaks	InChIKey3	InChIKey2	InChIKey1	FragmenterScore	MolecularFormula	FragmenterScore_Values	FormulasOfExplPeaks	q.value
variable_174	432.2401	40.788	1.99803171014229	414.204238692	COC1=CC(O)=C(C(=O)OC2CC3(C)C4CC(C)(C)CC4C=C(C=O)C23O)C(C)=C1	ISKWRTCZWOXOOF-UHFFFAOYSA-N	Armillarin	22	23	InChI=1S/C24H30O6/c1-13-6-16(29-5)8-18(26)20(13)21(27)30-19-11-23(4)17-10-22(2,3)9-14(17)7-15(12-25)24(19,23)28/h6-8,12,14,17,19,26,28H,9-11H2,1-5H3	7.3514180564853	2	HMDB39380	43.0169814164385_3.7;69.0332488409515_3.5;81.0344879431414_3.7;83.0502651054529_1.8;97.0285751447862_2.2;107.083999352694_3.7;111.045353206311_3.4;119.085895376957_798.6;120.089610262049_3.1;127.038466992245_8.8;129.054665841979_7.1;133.06422584711_11.7;135.080869246412_131.6;147.065505641259_13.8;263.12807291782_3.1;277.1072975114_4.4;279.124718393142_1.7;281.140309338479_151.8;295.118616256672_19.8;397.201563234047_13.8;415.213898190712_999.0;416.214735337489_4.3	N	UHFFFAOYSA	ISKWRTCZWOXOOF	361.784564261037	C24H30O6	796.0;796.0;1044.0;1044.0;1256.0;808.0;1492.0;808.0;708.0;1044.0;1244.0;820.0;820.0;820.0;796.0;348.0;1244.0;796.0;1044.0;360.0;360.0;448.0	43.0169814164385:[C3H6+H]+;69.0332488409515:[C5H10-H]+;81.0344879431414:[C6H9]+;83.0502651054529:[C6H11]+;97.0285751447862:[C5H7O2-2H]+;107.083999352694:[C7H6O+H]+;111.045353206311:[C6H6O-H]+NH4+;119.085895376957:[C8H8O-H]+;120.089610262049:[C8H8O]+;127.038466992245:[C6H7O3]+;129.054665841979:[C6H7O3+2H]+;133.06422584711:[C8H6O2-H]+;135.080869246412:[C8H6O2+H]+;147.065505641259:[C9H8O2-H]+;263.12807291782:[C14H16O5-H]+;277.1072975114:[C16H21O4]+;279.124718393142:[C15H19O4-2H]+NH4+;281.140309338479:[C14H16O5-H]+NH4+;295.118616256672:[C14H13O6]+NH4+;397.201563234047:[C24H29O5]+;415.213898190712:[C24H29O5]+NH4+;416.214735337489:[C23H27O6-H]+NH4+	0.104148289310304
variable_177	432.2401	40.788	1.99803171014229	414.204238692	COC1=CC(O)=C(C(=O)OC2CC3(C)C4CC(C)(C)CC4C=C(C=O)C23O)C(C)=C1	ISKWRTCZWOXOOF-UHFFFAOYSA-N	Armillarin	22	23	InChI=1S/C24H30O6/c1-13-6-16(29-5)8-18(26)20(13)21(27)30-19-11-23(4)17-10-22(2,3)9-14(17)7-15(12-25)24(19,23)28/h6-8,12,14,17,19,26,28H,9-11H2,1-5H3	7.3514180564853	2	HMDB39380	43.0169814164385_3.7;69.0332488409515_3.5;81.0344879431414_3.7;83.0502651054529_1.8;97.0285751447862_2.2;107.083999352694_3.7;111.045353206311_3.4;119.085895376957_798.6;120.089610262049_3.1;127.038466992245_8.8;129.054665841979_7.1;133.06422584711_11.7;135.080869246412_131.6;147.065505641259_13.8;263.12807291782_3.1;277.1072975114_4.4;279.124718393142_1.7;281.140309338479_151.8;295.118616256672_19.8;397.201563234047_13.8;415.213898190712_999.0;416.214735337489_4.3	N	UHFFFAOYSA	ISKWRTCZWOXOOF	361.784564261037	C24H30O6	796.0;796.0;1044.0;1044.0;1256.0;808.0;1492.0;808.0;708.0;1044.0;1244.0;820.0;820.0;820.0;796.0;348.0;1244.0;796.0;1044.0;360.0;360.0;448.0	43.0169814164385:[C3H6+H]+;69.0332488409515:[C5H10-H]+;81.0344879431414:[C6H9]+;83.0502651054529:[C6H11]+;97.0285751447862:[C5H7O2-2H]+;107.083999352694:[C7H6O+H]+;111.045353206311:[C6H6O-H]+NH4+;119.085895376957:[C8H8O-H]+;120.089610262049:[C8H8O]+;127.038466992245:[C6H7O3]+;129.054665841979:[C6H7O3+2H]+;133.06422584711:[C8H6O2-H]+;135.080869246412:[C8H6O2+H]+;147.065505641259:[C9H8O2-H]+;263.12807291782:[C14H16O5-H]+;277.1072975114:[C16H21O4]+;279.124718393142:[C15H19O4-2H]+NH4+;281.140309338479:[C14H16O5-H]+NH4+;295.118616256672:[C14H13O6]+NH4+;397.201563234047:[C24H29O5]+;415.213898190712:[C24H29O5]+NH4+;416.214735337489:[C23H27O6-H]+NH4+	0.104148289310304
variable_188	448.3411	80.67	2	425.350508997	[H]\C(CCCCCCCC)=C(/[H])CCCCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C	IPOLTUVFXFHAHI-SEYXRHQNSA-N	O-oleoylcarnitine	1	1	InChI=1S/C25H47NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h12-13,23H,5-11,14-22H2,1-4H3/b13-12-	1.52889321203011	2	HMDB62772	60.0798078331051_999.0	N	SEYXRHQNSA	IPOLTUVFXFHAHI	6.61001041263367	C25H47NO4	NA	60.0798078331051:[C3H9N+H]+	0.401714597370378
variable_195	448.3411	80.67	2	425.350508997	[H]\C(CCCCCCCC)=C(/[H])CCCCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C	IPOLTUVFXFHAHI-SEYXRHQNSA-N	O-oleoylcarnitine	1	1	InChI=1S/C25H47NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h12-13,23H,5-11,14-22H2,1-4H3/b13-12-	1.52889321203011	2	HMDB62772	60.0798078331051_999.0	N	SEYXRHQNSA	IPOLTUVFXFHAHI	6.61001041263367	C25H47NO4	NA	60.0798078331051:[C3H9N+H]+	0.401714597370378
variable_207	448.3411	80.67	2	425.350508997	[H]\C(CCCCCCCC)=C(/[H])CCCCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C	IPOLTUVFXFHAHI-SEYXRHQNSA-N	O-oleoylcarnitine	1	1	InChI=1S/C25H47NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h12-13,23H,5-11,14-22H2,1-4H3/b13-12-	1.52889321203011	2	HMDB62772	60.0798078331051_999.0	N	SEYXRHQNSA	IPOLTUVFXFHAHI	6.61001041263367	C25H47NO4	NA	60.0798078331051:[C3H9N+H]+	0.401714597370378
variable_224	229.1551	335.322	2	228.147392516	CC(C)CC(N)C(=O)N1CCCC1C(O)=O	VTJUNIYRYIAIHF-UHFFFAOYSA-N	Leucyl-Proline	2	2	InChI=1S/C11H20N2O3/c1-7(2)6-8(12)10(14)13-5-3-4-9(13)11(15)16/h7-9H,3-6,12H2,1-2H3,(H,15,16)	6.65833947280663	2	HMDB28937	70.0649731927431_999.0;141.090718679605_788.3	N	UHFFFAOYSA	VTJUNIYRYIAIHF	105.013779777485	C11H20N2O3	653.0;448.0	70.0649731927431:[C5H10]+;141.090718679605:[C6H8NO3-H]+	0.129961780360395
variable_226	432.2401	40.788	1.99803171014229	414.204238692	COC1=CC(O)=C(C(=O)OC2CC3(C)C4CC(C)(C)CC4C=C(C=O)C23O)C(C)=C1	ISKWRTCZWOXOOF-UHFFFAOYSA-N	Armillarin	22	23	InChI=1S/C24H30O6/c1-13-6-16(29-5)8-18(26)20(13)21(27)30-19-11-23(4)17-10-22(2,3)9-14(17)7-15(12-25)24(19,23)28/h6-8,12,14,17,19,26,28H,9-11H2,1-5H3	7.3514180564853	2	HMDB39380	43.0169814164385_3.7;69.0332488409515_3.5;81.0344879431414_3.7;83.0502651054529_1.8;97.0285751447862_2.2;107.083999352694_3.7;111.045353206311_3.4;119.085895376957_798.6;120.089610262049_3.1;127.038466992245_8.8;129.054665841979_7.1;133.06422584711_11.7;135.080869246412_131.6;147.065505641259_13.8;263.12807291782_3.1;277.1072975114_4.4;279.124718393142_1.7;281.140309338479_151.8;295.118616256672_19.8;397.201563234047_13.8;415.213898190712_999.0;416.214735337489_4.3	N	UHFFFAOYSA	ISKWRTCZWOXOOF	361.784564261037	C24H30O6	796.0;796.0;1044.0;1044.0;1256.0;808.0;1492.0;808.0;708.0;1044.0;1244.0;820.0;820.0;820.0;796.0;348.0;1244.0;796.0;1044.0;360.0;360.0;448.0	43.0169814164385:[C3H6+H]+;69.0332488409515:[C5H10-H]+;81.0344879431414:[C6H9]+;83.0502651054529:[C6H11]+;97.0285751447862:[C5H7O2-2H]+;107.083999352694:[C7H6O+H]+;111.045353206311:[C6H6O-H]+NH4+;119.085895376957:[C8H8O-H]+;120.089610262049:[C8H8O]+;127.038466992245:[C6H7O3]+;129.054665841979:[C6H7O3+2H]+;133.06422584711:[C8H6O2-H]+;135.080869246412:[C8H6O2+H]+;147.065505641259:[C9H8O2-H]+;263.12807291782:[C14H16O5-H]+;277.1072975114:[C16H21O4]+;279.124718393142:[C15H19O4-2H]+NH4+;281.140309338479:[C14H16O5-H]+NH4+;295.118616256672:[C14H13O6]+NH4+;397.201563234047:[C24H29O5]+;415.213898190712:[C24H29O5]+NH4+;416.214735337489:[C23H27O6-H]+NH4+	0.104148289310304
variable_227	147.0765	388.761	1.83219179923728	129.042593095	OC(=O)CNC(=O)C=C	LZCXCXDOGAEFQX-UHFFFAOYSA-N	N-Acryloylglycine	5	8	InChI=1S/C5H7NO3/c1-2-4(7)6-3-5(8)9/h2H,1,3H2,(H,6,7)(H,8,9)	6.55798049256303	2	HMDB01843	56.0484638803598_46.3;84.0443559817746_782.4;101.071001177866_46.0;102.054235379071_53.7;130.049626964538_999.0	N	UHFFFAOYSA	LZCXCXDOGAEFQX	423.122857759709	C5H7NO3	613.0;348.0;448.0;348.0;360.0	56.0484638803598:[C3H4O]+;84.0443559817746:[C4H6NO]+;101.071001177866:[C4H6NO-H]+NH4+;102.054235379071:[C3H4NO3]+;130.049626964538:[C5H6NO2]+NH4+	0.104148289310304
variable_230	229.1551	335.322	2	228.147392516	CC(C)CC(N)C(=O)N1CCCC1C(O)=O	VTJUNIYRYIAIHF-UHFFFAOYSA-N	Leucyl-Proline	2	2	InChI=1S/C11H20N2O3/c1-7(2)6-8(12)10(14)13-5-3-4-9(13)11(15)16/h7-9H,3-6,12H2,1-2H3,(H,15,16)	6.65833947280663	2	HMDB28937	70.0649731927431_999.0;141.090718679605_788.3	N	UHFFFAOYSA	VTJUNIYRYIAIHF	105.013779777485	C11H20N2O3	653.0;448.0	70.0649731927431:[C5H10]+;141.090718679605:[C6H8NO3-H]+	0.129961780360395
variable_240	432.2401	40.788	1.99803171014229	414.204238692	COC1=CC(O)=C(C(=O)OC2CC3(C)C4CC(C)(C)CC4C=C(C=O)C23O)C(C)=C1	ISKWRTCZWOXOOF-UHFFFAOYSA-N	Armillarin	22	23	InChI=1S/C24H30O6/c1-13-6-16(29-5)8-18(26)20(13)21(27)30-19-11-23(4)17-10-22(2,3)9-14(17)7-15(12-25)24(19,23)28/h6-8,12,14,17,19,26,28H,9-11H2,1-5H3	7.3514180564853	2	HMDB39380	43.0169814164385_3.7;69.0332488409515_3.5;81.0344879431414_3.7;83.0502651054529_1.8;97.0285751447862_2.2;107.083999352694_3.7;111.045353206311_3.4;119.085895376957_798.6;120.089610262049_3.1;127.038466992245_8.8;129.054665841979_7.1;133.06422584711_11.7;135.080869246412_131.6;147.065505641259_13.8;263.12807291782_3.1;277.1072975114_4.4;279.124718393142_1.7;281.140309338479_151.8;295.118616256672_19.8;397.201563234047_13.8;415.213898190712_999.0;416.214735337489_4.3	N	UHFFFAOYSA	ISKWRTCZWOXOOF	361.784564261037	C24H30O6	796.0;796.0;1044.0;1044.0;1256.0;808.0;1492.0;808.0;708.0;1044.0;1244.0;820.0;820.0;820.0;796.0;348.0;1244.0;796.0;1044.0;360.0;360.0;448.0	43.0169814164385:[C3H6+H]+;69.0332488409515:[C5H10-H]+;81.0344879431414:[C6H9]+;83.0502651054529:[C6H11]+;97.0285751447862:[C5H7O2-2H]+;107.083999352694:[C7H6O+H]+;111.045353206311:[C6H6O-H]+NH4+;119.085895376957:[C8H8O-H]+;120.089610262049:[C8H8O]+;127.038466992245:[C6H7O3]+;129.054665841979:[C6H7O3+2H]+;133.06422584711:[C8H6O2-H]+;135.080869246412:[C8H6O2+H]+;147.065505641259:[C9H8O2-H]+;263.12807291782:[C14H16O5-H]+;277.1072975114:[C16H21O4]+;279.124718393142:[C15H19O4-2H]+NH4+;281.140309338479:[C14H16O5-H]+NH4+;295.118616256672:[C14H13O6]+NH4+;397.201563234047:[C24H29O5]+;415.213898190712:[C24H29O5]+NH4+;416.214735337489:[C23H27O6-H]+NH4+	0.104148289310304
variable_244	150.0584	87.06100000002	2	132.02450019	CC1=CCS(=O)(=O)C1	FAYFWMOSHFCQPG-UHFFFAOYSA-N	3-Methyl sulfolene	5	5	InChI=1S/C5H8O2S/c1-5-2-3-8(6,7)4-5/h2H,3-4H2,1H3	4.27586203340583	2	HMDB59667	43.0180833588818_12.5;44.0493744594719_66.9;86.0598626940145_999.0;90.0365087660611_52.8;108.045399659642_12.8	N	UHFFFAOYSA	FAYFWMOSHFCQPG	121.573447197967	C5H8O2S	1044.0;984.0;544.0;1506.0;984.0	43.0180833588818:[C2H]+NH4+;44.0493744594719:[C2H3-H]+NH4+;86.0598626940145:[C5H8]+NH4+;90.0365087660611:[C3H5OS+H]+;108.045399659642:[C2H3O2S-H]+NH4+	0.122502405994903
variable_248	151.035	520.66900000002	2	133.001990609	CSCCN=C=S	NRORKJAOHOBIMQ-UHFFFAOYSA-N	1-Isothiocyanato-2-(methylthio)ethane	2	3	InChI=1S/C4H7NS2/c1-7-3-2-5-4-6/h2-3H2,1H3	4.47542131709923	2	HMDB38442	45.0330941430524_999.0;105.069897558827_381.5	N	UHFFFAOYSA	NRORKJAOHOBIMQ	118.527425799013	C4H7NS2	677.0;372.0	45.0330941430524:[C2H4-H]+NH4+;105.069897558827:[C3H4NS+H]+NH4+	0.124319882932991
variable_249	150.0584	87.06100000002	2	132.02450019	CC1=CCS(=O)(=O)C1	FAYFWMOSHFCQPG-UHFFFAOYSA-N	3-Methyl sulfolene	5	5	InChI=1S/C5H8O2S/c1-5-2-3-8(6,7)4-5/h2H,3-4H2,1H3	4.27586203340583	2	HMDB59667	43.0180833588818_12.5;44.0493744594719_66.9;86.0598626940145_999.0;90.0365087660611_52.8;108.045399659642_12.8	N	UHFFFAOYSA	FAYFWMOSHFCQPG	121.573447197967	C5H8O2S	1044.0;984.0;544.0;1506.0;984.0	43.0180833588818:[C2H]+NH4+;44.0493744594719:[C2H3-H]+NH4+;86.0598626940145:[C5H8]+NH4+;90.0365087660611:[C3H5OS+H]+;108.045399659642:[C2H3O2S-H]+NH4+	0.122502405994903
variable_256	151.035	520.66900000002	2	133.001990609	CSCCN=C=S	NRORKJAOHOBIMQ-UHFFFAOYSA-N	1-Isothiocyanato-2-(methylthio)ethane	2	3	InChI=1S/C4H7NS2/c1-7-3-2-5-4-6/h2-3H2,1H3	4.47542131709923	2	HMDB38442	45.0330941430524_999.0;105.069897558827_381.5	N	UHFFFAOYSA	NRORKJAOHOBIMQ	118.527425799013	C4H7NS2	677.0;372.0	45.0330941430524:[C2H4-H]+NH4+;105.069897558827:[C3H4NS+H]+NH4+	0.124319882932991
variable_263	151.035	520.66900000002	2	133.001990609	CSCCN=C=S	NRORKJAOHOBIMQ-UHFFFAOYSA-N	1-Isothiocyanato-2-(methylthio)ethane	2	3	InChI=1S/C4H7NS2/c1-7-3-2-5-4-6/h2-3H2,1H3	4.47542131709923	2	HMDB38442	45.0330941430524_999.0;105.069897558827_381.5	N	UHFFFAOYSA	NRORKJAOHOBIMQ	118.527425799013	C4H7NS2	677.0;372.0	45.0330941430524:[C2H4-H]+NH4+;105.069897558827:[C3H4NS+H]+NH4+	0.124319882932991
variable_268	153.066	74.23600000002	2	152.05857751	CN1C=CC(=O)C(=C1)C(N)=O	KTLRWTOPTKGYQY-UHFFFAOYSA-N	N1-Methyl-4-pyridone-3-carboxamide	5	5	InChI=1S/C7H8N2O2/c1-9-3-2-6(10)5(4-9)7(8)11/h2-4H,1H3,(H2,8,11)	6.03891129990318	2	HMDB04194	70.028770295759_630.2;108.042615734517_999.0;110.061303292212_536.5;122.023602918569_762.5;136.038170046897_591.2	N	UHFFFAOYSA	KTLRWTOPTKGYQY	521.335302783148	C7H8N2O2	653.0;348.0;448.0;710.0;360.0	70.028770295759:[C3H3NO]+H+;108.042615734517:[C6H6NO]+;110.061303292212:[C6H6NO+H]+H+;122.023602918569:[C6H5NO2-H]+;136.038170046897:[C7H7N2O]+H+	0.104148289310304
variable_280	156.0767	448.62799999998	2	138.042927446	OC(=O)\C=C/C1=CN=CN1	LOIYMIARKYCTBW-UPHRSURJSA-N	(E)-Urocanic acid	4	4	InChI=1S/C6H6N2O2/c9-6(10)2-1-5-3-7-4-8-5/h1-4H,(H,7,8)(H,9,10)/b2-1-	7.73150550354489	2	HMDB34174	38.961926202695_86.3;56.047601523517_72.0;95.059341614038_232.8;110.07064848099_999.0	N	UPHRSURJSA	LOIYMIARKYCTBW	191.932847459773	C6H6N2O2	1172.0;908.0;1326.0;448.0	38.961926202695:[C2HO-2H]+;56.047601523517:[C3H2O+2H]+;95.059341614038:[C5H4O2-H]+;110.07064848099:[C5H5N2-H]+NH4+	0.104355570569179
variable_298	432.2401	40.788	1.99803171014229	414.204238692	COC1=CC(O)=C(C(=O)OC2CC3(C)C4CC(C)(C)CC4C=C(C=O)C23O)C(C)=C1	ISKWRTCZWOXOOF-UHFFFAOYSA-N	Armillarin	22	23	InChI=1S/C24H30O6/c1-13-6-16(29-5)8-18(26)20(13)21(27)30-19-11-23(4)17-10-22(2,3)9-14(17)7-15(12-25)24(19,23)28/h6-8,12,14,17,19,26,28H,9-11H2,1-5H3	7.3514180564853	2	HMDB39380	43.0169814164385_3.7;69.0332488409515_3.5;81.0344879431414_3.7;83.0502651054529_1.8;97.0285751447862_2.2;107.083999352694_3.7;111.045353206311_3.4;119.085895376957_798.6;120.089610262049_3.1;127.038466992245_8.8;129.054665841979_7.1;133.06422584711_11.7;135.080869246412_131.6;147.065505641259_13.8;263.12807291782_3.1;277.1072975114_4.4;279.124718393142_1.7;281.140309338479_151.8;295.118616256672_19.8;397.201563234047_13.8;415.213898190712_999.0;416.214735337489_4.3	N	UHFFFAOYSA	ISKWRTCZWOXOOF	361.784564261037	C24H30O6	796.0;796.0;1044.0;1044.0;1256.0;808.0;1492.0;808.0;708.0;1044.0;1244.0;820.0;820.0;820.0;796.0;348.0;1244.0;796.0;1044.0;360.0;360.0;448.0	43.0169814164385:[C3H6+H]+;69.0332488409515:[C5H10-H]+;81.0344879431414:[C6H9]+;83.0502651054529:[C6H11]+;97.0285751447862:[C5H7O2-2H]+;107.083999352694:[C7H6O+H]+;111.045353206311:[C6H6O-H]+NH4+;119.085895376957:[C8H8O-H]+;120.089610262049:[C8H8O]+;127.038466992245:[C6H7O3]+;129.054665841979:[C6H7O3+2H]+;133.06422584711:[C8H6O2-H]+;135.080869246412:[C8H6O2+H]+;147.065505641259:[C9H8O2-H]+;263.12807291782:[C14H16O5-H]+;277.1072975114:[C16H21O4]+;279.124718393142:[C15H19O4-2H]+NH4+;281.140309338479:[C14H16O5-H]+NH4+;295.118616256672:[C14H13O6]+NH4+;397.201563234047:[C24H29O5]+;415.213898190712:[C24H29O5]+NH4+;416.214735337489:[C23H27O6-H]+NH4+	0.104148289310304
variable_307	448.3411	80.67	2	425.350508997	[H]\C(CCCCCCCC)=C(/[H])CCCCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C	IPOLTUVFXFHAHI-SEYXRHQNSA-N	O-oleoylcarnitine	1	1	InChI=1S/C25H47NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h12-13,23H,5-11,14-22H2,1-4H3/b13-12-	1.52889321203011	2	HMDB62772	60.0798078331051_999.0	N	SEYXRHQNSA	IPOLTUVFXFHAHI	6.61001041263367	C25H47NO4	NA	60.0798078331051:[C3H9N+H]+	0.401714597370378
variable_312	160.1805	536.877	2	159.173547687	NCCCCNCCCCN	UODZHRGDSPLRMD-UHFFFAOYSA-N	4,4-Diaminodibutylamine	3	4	InChI=1S/C8H21N3/c9-5-1-3-7-11-8-4-2-6-10/h11H,1-10H2	7.74470035603607	2	HMDB31506	72.0803519226802_999.0;89.1064199965848_84.6;126.127623579078_123.9	N	UHFFFAOYSA	UODZHRGDSPLRMD	119.225994027521	C8H21N3	305.0;405.0;710.0	72.0803519226802:[C4H10N]+;89.1064199965848:[C4H11N2+H]+H+;126.127623579078:[C8H17N-H]+	0.123701816734247
variable_324	432.2401	40.788	1.99803171014229	414.204238692	COC1=CC(O)=C(C(=O)OC2CC3(C)C4CC(C)(C)CC4C=C(C=O)C23O)C(C)=C1	ISKWRTCZWOXOOF-UHFFFAOYSA-N	Armillarin	22	23	InChI=1S/C24H30O6/c1-13-6-16(29-5)8-18(26)20(13)21(27)30-19-11-23(4)17-10-22(2,3)9-14(17)7-15(12-25)24(19,23)28/h6-8,12,14,17,19,26,28H,9-11H2,1-5H3	7.3514180564853	2	HMDB39380	43.0169814164385_3.7;69.0332488409515_3.5;81.0344879431414_3.7;83.0502651054529_1.8;97.0285751447862_2.2;107.083999352694_3.7;111.045353206311_3.4;119.085895376957_798.6;120.089610262049_3.1;127.038466992245_8.8;129.054665841979_7.1;133.06422584711_11.7;135.080869246412_131.6;147.065505641259_13.8;263.12807291782_3.1;277.1072975114_4.4;279.124718393142_1.7;281.140309338479_151.8;295.118616256672_19.8;397.201563234047_13.8;415.213898190712_999.0;416.214735337489_4.3	N	UHFFFAOYSA	ISKWRTCZWOXOOF	361.784564261037	C24H30O6	796.0;796.0;1044.0;1044.0;1256.0;808.0;1492.0;808.0;708.0;1044.0;1244.0;820.0;820.0;820.0;796.0;348.0;1244.0;796.0;1044.0;360.0;360.0;448.0	43.0169814164385:[C3H6+H]+;69.0332488409515:[C5H10-H]+;81.0344879431414:[C6H9]+;83.0502651054529:[C6H11]+;97.0285751447862:[C5H7O2-2H]+;107.083999352694:[C7H6O+H]+;111.045353206311:[C6H6O-H]+NH4+;119.085895376957:[C8H8O-H]+;120.089610262049:[C8H8O]+;127.038466992245:[C6H7O3]+;129.054665841979:[C6H7O3+2H]+;133.06422584711:[C8H6O2-H]+;135.080869246412:[C8H6O2+H]+;147.065505641259:[C9H8O2-H]+;263.12807291782:[C14H16O5-H]+;277.1072975114:[C16H21O4]+;279.124718393142:[C15H19O4-2H]+NH4+;281.140309338479:[C14H16O5-H]+NH4+;295.118616256672:[C14H13O6]+NH4+;397.201563234047:[C24H29O5]+;415.213898190712:[C24H29O5]+NH4+;416.214735337489:[C23H27O6-H]+NH4+	0.104148289310304
variable_330	302.2329	108.11500000002	2	301.225308485	CC(C)CCCC(C)C(=O)OC(CC([O-])=O)C[N+](C)(C)C	QBYXBONNCVATNQ-UHFFFAOYSA-N	2,6 Dimethylheptanoyl carnitine	5	5	InChI=1S/C16H31NO4/c1-12(2)8-7-9-13(3)16(20)21-14(10-15(18)19)11-17(4,5)6/h12-14H,7-11H2,1-6H3	3.88236686685822	2	HMDB06320	60.0796848309844_457.3;71.0856006504111_230.7;85.0289583650297_936.1;243.158461757785_999.0;285.168391161859_288.3	N	UHFFFAOYSA	QBYXBONNCVATNQ	326.52825047305	C16H31NO4	305.0;348.0;665.0;305.0;405.0	60.0796848309844:[C3H9N]+H+;71.0856006504111:[C5H11]+;85.0289583650297:[C4H5O2]+;243.158461757785:[C13H22O4]+H+;285.168391161859:[C15H28NO4-H]+	0.104148289310304
variable_342	229.1551	335.322	2	228.147392516	CC(C)CC(N)C(=O)N1CCCC1C(O)=O	VTJUNIYRYIAIHF-UHFFFAOYSA-N	Leucyl-Proline	2	2	InChI=1S/C11H20N2O3/c1-7(2)6-8(12)10(14)13-5-3-4-9(13)11(15)16/h7-9H,3-6,12H2,1-2H3,(H,15,16)	6.65833947280663	2	HMDB28937	70.0649731927431_999.0;141.090718679605_788.3	N	UHFFFAOYSA	VTJUNIYRYIAIHF	105.013779777485	C11H20N2O3	653.0;448.0	70.0649731927431:[C5H10]+;141.090718679605:[C6H8NO3-H]+	0.129961780360395
variable_349	703.5766	106.428	2	702.567574782	CCCCCCCCCCCCCCCC(=O)N[C@@H](COP([O-])(=O)OCC[N+](C)(C)C)[C@H](O)\C=C\CCCCCCCCCCCCC	RWKUXQNLWDTSLO-GWQJGLRPSA-N	Palmitoyl sphingomyelin	2	2	InChI=1S/C39H79N2O6P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-38(42)37(36-47-48(44,45)46-35-34-41(3,4)5)40-39(43)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h30,32,37-38,42H,6-29,31,33-36H2,1-5H3,(H-,40,43,44,45)/b32-30+/t37-,38+/m0/s1	4.31291246748549	2	HMDB61712	125.000049742418_33.0;184.072962788492_999.0	N	GWQJGLRPSA	RWKUXQNLWDTSLO	20.4079383593749	C39H79N2O6P	765.0;460.0	125.000049742418:[C2H4O4P+H]+H+;184.072962788492:[C5H13NO4P+H]+H+	0.260422039412708
variable_377	729.5896	104.72200000002	2	728.583224846	CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](COP([O-])(=O)OCC[N+](C)(C)C)NC(=O)CCCCCCC\C=C/CCCCCCCC	NBEADXWAAWCCDG-QDDWGVBQSA-N	SM(d18:1/18:1(9Z))	1	1	InChI=1S/C41H81N2O6P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-41(45)42-39(38-49-50(46,47)48-37-36-43(3,4)5)40(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h20-21,32,34,39-40,44H,6-19,22-31,33,35-38H2,1-5H3,(H-,42,45,46,47)/b21-20-,34-32+/t39-,40+/m0/s1	3.43585471955379	2	HMDB12101	184.073330084624_999.0	N	QDDWGVBQSA	NBEADXWAAWCCDG	18.1497541643738	C41H81N2O6P	NA	184.073330084624:[C5H13NO4P+H]+H+	0.276318543925879
variable_386	347.0876	89.28700000002	1.85501699587333	329.052050647	CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC	KLGMSAOQDHLCOS-UHFFFAOYSA-N	Mecarbam	3	3	InChI=1S/C10H20NO5PS2/c1-5-14-10(13)11(4)9(12)8-19-17(18,15-6-2)16-7-3/h5-8H2,1-4H3	1.29724960340756	2	HMDB31800	45.0441495974994_999.0;251.055609294298_543.1;297.049835409569_369.0	N	UHFFFAOYSA	KLGMSAOQDHLCOS	204.709847538402	C10H20NO5PS2	335.0;770.0;335.0	45.0441495974994:[C2H5O]+;251.055609294298:[C8H15NO4PS-H]+;297.049835409569:[C10H20NO5PS]+	0.104148289310304
variable_414	61.0398	94.407	1.57505388225318	60.032362757	CN=NO	CIJBKNZDKBKMFU-UHFFFAOYSA-N	N-nitrosomethanamine	1	1	InChI=1S/CH4N2O/c1-2-3-4/h1H3,(H,2,4)	0.634427173804049	2	HMDB62508	44.0126064598411_999.0	N	UHFFFAOYSA	CIJBKNZDKBKMFU	181.513818505167	CH4N2O	NA	44.0126064598411:[CH3N2]+H+	0.10638230377318
